kernel,distribution,size_bytes,candidate,correct,median_ns,min_ns,mad_ns,ci_lo_ns,ci_hi_ns,cycles_per_elem,speedup_vs_orig
k50_count_masked,half_match,63,multi,1,5.4,5.4,0.0,5.4,5.5,0.27,0.725
k50_count_masked,half_match,64,orig,1,4.4,4.4,0.0,4.4,5.3,0.22,1.000
k50_count_masked,half_match,64,scalar,1,5.4,5.3,0.1,5.3,5.5,0.27,1.216
k50_count_masked,half_match,64,chunked,1,4.2,4.1,0.0,4.1,4.2,0.21,0.941
k50_count_masked,half_match,64,swar,1,18.1,17.9,0.0,17.9,19.6,0.90,4.074
k50_count_masked,half_match,64,sse2,1,1.9,1.9,0.0,1.9,2.1,0.10,0.438
k50_count_masked,half_match,64,avx2,1,1.5,1.5,0.0,1.5,1.7,0.08,0.349
k50_count_masked,half_match,64,multi,1,1.6,1.5,0.0,1.5,1.7,0.08,0.350
k50_count_masked,half_match,65,orig,1,4.4,4.4,0.0,4.4,4.6,0.22,1.000
k50_count_masked,half_match,65,scalar,1,5.3,5.3,0.0,5.3,5.4,0.26,1.195
k50_count_masked,half_match,65,chunked,1,4.2,4.1,0.0,4.1,5.0,0.21,0.942
k50_count_masked,half_match,65,swar,1,18.4,18.2,0.1,18.2,19.0,0.90,4.128
k50_count_masked,half_match,65,sse2,1,2.0,2.0,0.0,2.0,2.2,0.10,0.456
k50_count_masked,half_match,65,avx2,1,1.7,1.7,0.0,1.7,1.9,0.09,0.393
k50_count_masked,half_match,65,multi,1,1.8,1.8,0.0,1.8,2.0,0.09,0.398
k50_count_masked,half_match,256,orig,1,17.0,16.9,0.0,16.9,17.2,0.21,1.000
k50_count_masked,half_match,256,scalar,1,18.4,18.3,0.1,18.3,19.3,0.23,1.083
k50_count_masked,half_match,256,chunked,1,15.0,14.9,0.1,14.9,15.5,0.19,0.881
k50_count_masked,half_match,256,swar,1,82.8,82.4,0.3,82.4,84.6,1.04,4.872
k50_count_masked,half_match,256,sse2,1,5.7,5.6,0.1,5.6,5.8,0.07,0.334
k50_count_masked,half_match,256,avx2,1,3.2,3.1,0.0,3.1,3.3,0.04,0.186
k50_count_masked,half_match,256,multi,1,3.1,3.1,0.0,3.1,3.2,0.04,0.185
k50_count_masked,half_match,4096,orig,1,271.3,269.2,0.9,269.2,273.5,0.21,1.000
k50_count_masked,half_match,4096,scalar,1,270.6,270.1,0.3,270.1,301.3,0.21,0.997
k50_count_masked,half_match,4096,chunked,1,231.7,231.2,0.3,231.2,232.2,0.18,0.854
k50_count_masked,half_match,4096,swar,1,1153.3,1147.6,4.4,1147.6,1160.5,0.90,4.250
k50_count_masked,half_match,4096,sse2,1,71.0,70.5,0.4,70.5,72.4,0.06,0.262
k50_count_masked,half_match,4096,avx2,1,51.8,51.5,0.3,51.5,52.9,0.04,0.191
k50_count_masked,half_match,4096,multi,1,38.6,38.5,0.1,38.5,39.3,0.03,0.142
k50_count_masked,half_match,65536,orig,1,4334.2,4307.5,14.2,4307.5,4377.7,0.21,1.000
k50_count_masked,half_match,65536,scalar,1,4311.7,4303.3,6.8,4303.3,4337.2,0.21,0.995
k50_count_masked,half_match,65536,chunked,1,3666.8,3651.3,4.6,3651.3,3711.1,0.18,0.846
k50_count_masked,half_match,65536,swar,1,18260.3,18221.1,18.9,18221.1,18395.2,0.89,4.213
k50_count_masked,half_match,65536,sse2,1,1119.9,1109.1,5.9,1109.1,1244.0,0.05,0.258
k50_count_masked,half_match,65536,avx2,1,767.0,764.8,1.1,764.8,773.1,0.04,0.177
k50_count_masked,half_match,65536,multi,1,664.6,658.3,4.4,658.3,738.5,0.03,0.153
k50_count_masked,high_match,16,orig,1,2.2,2.2,0.0,2.2,2.4,0.43,1.000
k50_count_masked,high_match,16,scalar,1,3.0,2.9,0.0,2.9,3.3,0.59,1.370
k50_count_masked,high_match,16,chunked,1,5.0,4.9,0.1,4.9,5.5,1.01,2.327
k50_count_masked,high_match,16,swar,1,5.6,5.5,0.0,5.5,5.9,1.11,2.567
k50_count_masked,high_match,16,sse2,1,1.3,1.2,0.0,1.2,1.4,0.26,0.599
k50_count_masked,high_match,16,avx2,1,1.4,1.3,0.1,1.3,1.6,0.28,0.649
k50_count_masked,high_match,16,multi,1,2.9,2.9,0.0,2.9,3.1,0.58,1.332
k50_count_masked,high_match,17,orig,1,2.2,2.2,0.0,2.2,2.3,0.41,1.000
k50_count_masked,high_match,17,scalar,1,2.9,2.9,0.0,2.9,3.0,0.54,1.322
k50_count_masked,high_match,17,chunked,1,5.3,5.3,0.1,5.3,5.5,1.00,2.431
k50_count_masked,high_match,17,swar,1,5.8,5.7,0.0,5.7,6.2,1.09,2.650
k50_count_masked,high_match,17,sse2,1,1.3,1.3,0.0,1.3,1.5,0.25,0.599
k50_count_masked,high_match,17,avx2,1,1.5,1.5,0.0,1.5,1.8,0.29,0.708
k50_count_masked,high_match,17,multi,1,2.9,2.9,0.0,2.9,3.0,0.55,1.335
k50_count_masked,high_match,31,orig,1,5.4,5.4,0.1,5.4,5.6,0.56,1.000
k50_count_masked,high_match,31,scalar,1,5.8,5.7,0.1,5.7,6.1,0.60,1.065
k50_count_masked,high_match,31,chunked,1,5.8,5.8,0.1,5.8,7.0,0.60,1.074
k50_count_masked,high_match,31,swar,1,9.5,9.4,0.1,9.4,9.6,0.98,1.740
k50_count_masked,high_match,31,sse2,1,4.9,4.9,0.0,4.9,5.0,0.50,0.898
k50_count_masked,high_match,31,avx2,1,5.0,5.0,0.0,5.0,5.1,0.52,0.926
k50_count_masked,high_match,31,multi,1,5.5,5.4,0.1,5.4,6.2,0.56,1.005
k50_count_masked,high_match,32,orig,1,2.3,2.3,0.0,2.3,2.4,0.23,1.000
k50_count_masked,high_match,32,scalar,1,3.0,3.0,0.0,3.0,3.2,0.30,1.296
k50_count_masked,high_match,32,chunked,1,2.7,2.7,0.0,2.7,2.9,0.27,1.156
k50_count_masked,high_match,32,swar,1,10.1,10.0,0.1,10.0,10.2,1.01,4.316
k50_count_masked,high_match,32,sse2,1,1.4,1.3,0.0,1.3,1.6,0.14,0.578
k50_count_masked,high_match,32,avx2,1,1.4,1.3,0.0,1.3,2.0,0.14,0.584
k50_count_masked,high_match,32,multi,1,1.4,1.4,0.0,1.4,1.4,0.14,0.588
k50_count_masked,high_match,33,orig,1,2.4,2.4,0.0,2.4,2.5,0.23,1.000
k50_count_masked,high_match,33,scalar,1,3.1,3.1,0.0,3.1,3.2,0.30,1.284
k50_count_masked,high_match,33,chunked,1,2.9,2.9,0.0,2.9,3.3,0.28,1.213
k50_count_masked,high_match,33,swar,1,10.3,10.2,0.1,10.2,10.5,1.00,4.304
k50_count_masked,high_match,33,sse2,1,1.6,1.5,0.0,1.5,1.7,0.15,0.646
k50_count_masked,high_match,33,avx2,1,1.6,1.5,0.0,1.5,1.6,0.15,0.655
k50_count_masked,high_match,33,multi,1,1.6,1.6,0.0,1.6,1.7,0.15,0.655
k50_count_masked,high_match,63,orig,1,7.4,7.3,0.0,7.3,7.6,0.37,1.000
k50_count_masked,high_match,63,scalar,1,8.1,8.0,0.1,8.0,8.3,0.41,1.092
k50_count_masked,high_match,63,chunked,1,7.3,7.2,0.0,7.2,7.4,0.37,0.988
k50_count_masked,high_match,63,swar,1,18.5,18.5,0.1,18.5,19.4,0.94,2.514
k50_count_masked,high_match,63,sse2,1,5.5,5.5,0.0,5.5,5.6,0.28,0.748
k50_count_masked,high_match,63,avx2,1,5.3,5.3,0.0,5.3,6.0,0.27,0.720
k50_count_masked,high_match,63,multi,1,5.4,5.4,0.0,5.4,5.5,0.27,0.733
k50_count_masked,high_match,64,orig,1,4.4,4.4,0.0,4.4,4.6,0.22,1.000
k50_count_masked,high_match,64,scalar,1,5.4,5.3,0.1,5.3,5.5,0.27,1.213
k50_count_masked,high_match,64,chunked,1,4.2,4.1,0.0,4.1,4.4,0.21,0.940
k50_count_masked,high_match,64,swar,1,19.2,19.1,0.0,19.1,19.7,0.96,4.335
k50_count_masked,high_match,64,sse2,1,1.9,1.9,0.0,1.9,2.1,0.10,0.437
k50_count_masked,high_match,64,avx2,1,1.6,1.5,0.0,1.5,1.6,0.08,0.352
k50_count_masked,high_match,64,multi,1,1.6,1.6,0.0,1.6,1.7,0.08,0.357
k50_count_masked,high_match,65,orig,1,4.5,4.4,0.0,4.4,5.0,0.22,1.000
k50_count_masked,high_match,65,scalar,1,5.3,5.3,0.0,5.3,5.4,0.26,1.195
k50_count_masked,high_match,65,chunked,1,4.2,4.1,0.0,4.1,4.4,0.21,0.934
k50_count_masked,high_match,65,swar,1,19.4,19.3,0.0,19.3,19.6,0.96,4.341
k50_count_masked,high_match,65,sse2,1,2.0,2.0,0.0,2.0,2.2,0.10,0.455
k50_count_masked,high_match,65,avx2,1,1.8,1.7,0.0,1.7,1.9,0.09,0.397
k50_count_masked,high_match,65,multi,1,1.8,1.8,0.0,1.8,1.9,0.09,0.403
k50_count_masked,high_match,256,orig,1,17.0,16.9,0.1,16.9,17.9,0.21,1.000
k50_count_masked,high_match,256,scalar,1,18.4,18.3,0.1,18.3,19.8,0.23,1.081
k50_count_masked,high_match,256,chunked,1,15.0,14.8,0.1,14.8,15.2,0.19,0.883
k50_count_masked,high_match,256,swar,1,73.9,73.8,0.1,73.8,74.1,0.92,4.342
k50_count_masked,high_match,256,sse2,1,5.7,5.6,0.1,5.6,5.9,0.07,0.334
k50_count_masked,high_match,256,avx2,1,3.2,3.1,0.0,3.1,3.3,0.04,0.186
k50_count_masked,high_match,256,multi,1,3.1,3.1,0.0,3.1,3.8,0.04,0.185
k50_count_masked,high_match,4096,orig,1,272.0,271.5,0.3,271.5,272.9,0.21,1.000
k50_count_masked,high_match,4096,scalar,1,271.0,270.3,0.3,270.3,273.2,0.21,0.996
k50_count_masked,high_match,4096,chunked,1,230.9,230.4,0.2,230.4,234.2,0.18,0.849
k50_count_masked,high_match,4096,swar,1,1160.4,1158.2,1.4,1158.2,1233.9,0.91,4.266
k50_count_masked,high_match,4096,sse2,1,70.4,70.3,0.1,70.3,71.4,0.05,0.259
k50_count_masked,high_match,4096,avx2,1,51.7,51.6,0.1,51.6,52.3,0.04,0.190
k50_count_masked,high_match,4096,multi,1,38.9,38.7,0.1,38.7,39.5,0.03,0.143
